module,package,controller,tag,class_base_path,http_method,method_path,full_path,java_method,pre_authorize,required_feature,source,line
tchalanet-server,com.tchalanet.server.platform.identity.internal.web.me,CurrentUserProfileController,Tenant • Current Profile,/tenant/me/profile,GET,,/tenant/me/profile,me,"hasAnyRole('TENANT_ADMIN', 'SUPER_ADMIN', 'OPERATOR')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/identity/internal/web/me/CurrentUserProfileController.java,45
tchalanet-server,com.tchalanet.server.platform.identity.internal.web.me,CurrentUserProfileController,Tenant • Current Profile,/tenant/me/profile,PATCH,,/tenant/me/profile,updateProfile,"hasAnyRole('TENANT_ADMIN', 'SUPER_ADMIN', 'OPERATOR')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/identity/internal/web/me/CurrentUserProfileController.java,76
tchalanet-server,com.tchalanet.server.platform.identity.internal.web.me,CurrentUserProfileController,Tenant • Current Profile,/tenant/me/profile,POST,/bootstrap,/tenant/me/profile/bootstrap,bootstrap,"hasAnyRole('TENANT_ADMIN', 'SUPER_ADMIN', 'OPERATOR')",,tchalanet-platform/src/main/java/com/tchalanet/server/platform/identity/internal/web/me/CurrentUserProfileController.java,54
tchalanet-server,com.tchalanet.server.features.reporting.salesreport,GetSalesReportByPeriodAndGameController,Platform • Reports,/tenant/reports/sales-by-period-and-game,GET,,/tenant/reports/sales-by-period-and-game,getSalesReport,"hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-features/src/main/java/com/tchalanet/server/features/reporting/salesreport/GetSalesReportByPeriodAndGameController.java,25
tchalanet-server,com.tchalanet.server.features.reporting.tenantkpis,GetTenantKpisController,Platform • Reports,/tenant/reports/tenant-kpis,GET,,/tenant/reports/tenant-kpis,get,"hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN') or hasAuthority('ACTOR_SELLER_TERMINAL')",,tchalanet-features/src/main/java/com/tchalanet/server/features/reporting/tenantkpis/GetTenantKpisController.java,24
tchalanet-server,com.tchalanet.server.platform.tenant.internal.web,TenantRuntimeController,Tenant Runtime,,GET,/tenant/runtime,/tenant/runtime,runtime,,,tchalanet-platform/src/main/java/com/tchalanet/server/platform/tenant/internal/web/TenantRuntimeController.java,26
tchalanet-server,com.tchalanet.server.features.bootstrap.privateruntime,PrivateBootstrapRuntimeController,Runtime,,GET,/tenant/runtime/state,/tenant/runtime/state,privateState,isAuthenticated(),,tchalanet-features/src/main/java/com/tchalanet/server/features/bootstrap/privateruntime/PrivateBootstrapRuntimeController.java,28
tchalanet-server,com.tchalanet.server.core.sales.internal.infra.web,SalePreparationController,Sales • Preparation,/tenant/sales/preparations,POST,,/tenant/sales/preparations,prepare,hasPermission('ticket.sell'),,tchalanet-core/src/main/java/com/tchalanet/server/core/sales/internal/infra/web/SalePreparationController.java,41
tchalanet-server,com.tchalanet.server.core.sellerterminal.internal.infra.web.tenant,SellerTerminalMeController,Terminal POS • Me,/tenant/seller-terminal,GET,/me,/tenant/seller-terminal/me,me,hasAuthority('ACTOR_SELLER_TERMINAL'),,tchalanet-core/src/main/java/com/tchalanet/server/core/sellerterminal/internal/infra/web/tenant/SellerTerminalMeController.java,34
tchalanet-server,com.tchalanet.server.core.sellerterminal.internal.infra.web.tenant,SellerTerminalMeController,Terminal POS • Me,/tenant/seller-terminal,POST,/me/change-pin,/tenant/seller-terminal/me/change-pin,changePin,hasAuthority('ACTOR_SELLER_TERMINAL'),,tchalanet-core/src/main/java/com/tchalanet/server/core/sellerterminal/internal/infra/web/tenant/SellerTerminalMeController.java,42
tchalanet-server,com.tchalanet.server.core.sellerterminal.internal.infra.web.tenant,CurrentOperationalContextController,Terminal • Operational Context,/tenant/seller-terminal/operational-context,GET,,/tenant/seller-terminal/operational-context,current,hasAuthority('ACTOR_SELLER_TERMINAL'),,tchalanet-core/src/main/java/com/tchalanet/server/core/sellerterminal/internal/infra/web/tenant/CurrentOperationalContextController.java,28
tchalanet-server,com.tchalanet.server.catalog.settings.internal.web,TenantSettingsController,Tenant • Settings,/tenant/settings,GET,/resolve,/tenant/settings/resolve,resolve,"hasAnyRole('TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-catalog/src/main/java/com/tchalanet/server/catalog/settings/internal/web/TenantSettingsController.java,24
tchalanet-server,com.tchalanet.server.core.subscription.internal.web,SubscriptionController,,/tenant/subscription,GET,,/tenant/subscription,getMySubscription,"hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN')",,tchalanet-core/src/main/java/com/tchalanet/server/core/subscription/internal/web/SubscriptionController.java,30
tchalanet-server,com.tchalanet.server.core.sellerterminal.internal.infra.web.tenant,SellerTerminalMeController,Terminal POS • Me,/tenant/terminal,GET,/me,/tenant/terminal/me,me,hasAuthority('ACTOR_SELLER_TERMINAL'),,tchalanet-core/src/main/java/com/tchalanet/server/core/sellerterminal/internal/infra/web/tenant/SellerTerminalMeController.java,34
tchalanet-server,com.tchalanet.server.core.sellerterminal.internal.infra.web.tenant,SellerTerminalMeController,Terminal POS • Me,/tenant/terminal,POST,/me/change-pin,/tenant/terminal/me/change-pin,changePin,hasAuthority('ACTOR_SELLER_TERMINAL'),,tchalanet-core/src/main/java/com/tchalanet/server/core/sellerterminal/internal/infra/web/tenant/SellerTerminalMeController.java,42
tchalanet-server,com.tchalanet.server.platform.tenanttheme.internal.web,PublicThemeRuntimeController,Public • Theme Runtime,,GET,/tenant/theme/runtime,/tenant/theme/runtime,runtime,,,tchalanet-platform/src/main/java/com/tchalanet/server/platform/tenanttheme/internal/web/PublicThemeRuntimeController.java,28
tchalanet-server,com.tchalanet.server.core.sales.internal.infra.web,TicketQueryController,Sales • Ticket Queries,/tenant/tickets,GET,,/tenant/tickets,list,"hasAnyRole('TENANT_OWNER', 'TENANT_ADMIN', 'SUPER_ADMIN') or hasAuthority('ACTOR_SELLER_TERMINAL')",,tchalanet-core/src/main/java/com/tchalanet/server/core/sales/internal/infra/web/TicketQueryController.java,47
tchalanet-server,com.tchalanet.server.core.sales.internal.infra.web,TicketSalesController,Sales • Sell,/tenant/tickets,POST,,/tenant/tickets,sell,hasPermission('ticket.sell'),,tchalanet-core/src/main/java/com/tchalanet/server/core/sales/internal/infra/web/TicketSalesController.java,51
